ts,product_id,price
2026-01-02T06:00:00Z,BTC-USD,69356.0
2026-01-02T06:00:00Z,ETH-USD,2260.96
2026-01-02T07:00:00Z,BTC-USD,69489.42
2026-01-02T07:00:00Z,ETH-USD,2274.19
2026-01-02T08:00:00Z,BTC-USD,70119.78
2026-01-02T08:00:00Z,ETH-USD,2293.53
2026-01-02T09:00:00Z,BTC-USD,69679.86
2026-01-02T09:00:00Z,ETH-USD,2263.56
2026-01-02T10:00:00Z,BTC-USD,69393.22
2026-01-02T10:00:00Z,ETH-USD,2249.44
2026-01-02T11:00:00Z,BTC-USD,68926.52
2026-01-02T11:00:00Z,ETH-USD,2279.46
2026-01-02T12:00:00Z,BTC-USD,69609.53
2026-01-02T12:00:00Z,ETH-USD,2268.35
2026-01-02T13:00:00Z,BTC-USD,69914.83
2026-01-02T13:00:00Z,ETH-USD,2262.62
2026-01-02T14:00:00Z,BTC-USD,70674.37
2026-01-02T14:00:00Z,ETH-USD,2261.05
2026-01-02T15:00:00Z,BTC-USD,70294.28
2026-01-02T15:00:00Z,ETH-USD,2245.57
2026-01-02T16:00:00Z,BTC-USD,70437.27
2026-01-02T16:00:00Z,ETH-USD,2231.24
2026-01-02T17:00:00Z,BTC-USD,70621.44
2026-01-02T17:00:00Z,ETH-USD,2258.1
2026-01-02T18:00:00Z,BTC-USD,70479.14
2026-01-02T18:00:00Z,ETH-USD,2240.85
2026-01-02T19:00:00Z,BTC-USD,71391.03
2026-01-02T19:00:00Z,ETH-USD,2242.59
2026-01-02T20:00:00Z,BTC-USD,70696.59
2026-01-02T20:00:00Z,ETH-USD,2214.25
2026-01-02T21:00:00Z,BTC-USD,70042.03
2026-01-02T21:00:00Z,ETH-USD,2223.54
2026-01-02T22:00:00Z,BTC-USD,70588.49
2026-01-02T22:00:00Z,ETH-USD,2219.64
2026-01-02T23:00:00Z,BTC-USD,69853.54
2026-01-02T23:00:00Z,ETH-USD,2213.13
2026-01-03T00:00:00Z,BTC-USD,70754.86
2026-01-03T00:00:00Z,ETH-USD,2216.1
2026-01-03T01:00:00Z,BTC-USD,71623.52
2026-01-03T01:00:00Z,ETH-USD,2240.4
2026-01-03T02:00:00Z,BTC-USD,70784.59
2026-01-03T02:00:00Z,ETH-USD,2255.86
2026-01-03T03:00:00Z,BTC-USD,71141.54
2026-01-03T03:00:00Z,ETH-USD,2259.4
2026-01-03T04:00:00Z,BTC-USD,70762.4
2026-01-03T04:00:00Z,ETH-USD,2269.77
2026-01-03T05:00:00Z,BTC-USD,70110.6
2026-01-03T05:00:00Z,ETH-USD,2266.61
2026-01-03T06:00:00Z,BTC-USD,70064.54
2026-01-03T06:00:00Z,ETH-USD,2297.57
2026-01-03T07:00:00Z,BTC-USD,70757.92
2026-01-03T07:00:00Z,ETH-USD,2282.96
2026-01-03T08:00:00Z,BTC-USD,70794.34
2026-01-03T08:00:00Z,ETH-USD,2262.82
2026-01-03T09:00:00Z,BTC-USD,71560.03
2026-01-03T09:00:00Z,ETH-USD,2288.27
2026-01-03T10:00:00Z,BTC-USD,71235.23
2026-01-03T10:00:00Z,ETH-USD,2298.63
2026-01-03T11:00:00Z,BTC-USD,71464.91
2026-01-03T11:00:00Z,ETH-USD,2276.64
2026-01-03T12:00:00Z,BTC-USD,71969.65
2026-01-03T12:00:00Z,ETH-USD,2280.38
2026-01-03T13:00:00Z,BTC-USD,72506.95
2026-01-03T13:00:00Z,ETH-USD,2283.53
2026-01-03T14:00:00Z,BTC-USD,71637.9
2026-01-03T14:00:00Z,ETH-USD,2273.02
2026-01-03T15:00:00Z,BTC-USD,70813.13
2026-01-03T15:00:00Z,ETH-USD,2302.45
2026-01-03T16:00:00Z,BTC-USD,71519.0
2026-01-03T16:00:00Z,ETH-USD,2325.74
2026-01-03T17:00:00Z,BTC-USD,71210.6
2026-01-03T17:00:00Z,ETH-USD,2297.09
2026-01-03T18:00:00Z,BTC-USD,71919.16
2026-01-03T18:00:00Z,ETH-USD,2328.01
2026-01-03T19:00:00Z,BTC-USD,71210.13
2026-01-03T19:00:00Z,ETH-USD,2328.23
2026-01-03T20:00:00Z,BTC-USD,70478.83
2026-01-03T20:00:00Z,ETH-USD,2346.99
2026-01-03T21:00:00Z,BTC-USD,70982.46
2026-01-03T21:00:00Z,ETH-USD,2322.87
2026-01-03T22:00:00Z,BTC-USD,70974.09
2026-01-03T22:00:00Z,ETH-USD,2327.39
2026-01-03T23:00:00Z,BTC-USD,70592.7
2026-01-03T23:00:00Z,ETH-USD,2353.69
2026-01-04T00:00:00Z,BTC-USD,70492.35
2026-01-04T00:00:00Z,ETH-USD,2335.19
2026-01-04T01:00:00Z,BTC-USD,70596.85
2026-01-04T01:00:00Z,ETH-USD,2351.93
2026-01-04T02:00:00Z,BTC-USD,70104.7
2026-01-04T02:00:00Z,ETH-USD,2340.26
2026-01-04T03:00:00Z,BTC-USD,71007.56
2026-01-04T03:00:00Z,ETH-USD,2351.61
2026-01-04T04:00:00Z,BTC-USD,70933.18
2026-01-04T04:00:00Z,ETH-USD,2353.98
2026-01-04T05:00:00Z,BTC-USD,70296.56
2026-01-04T05:00:00Z,ETH-USD,2336.36
2026-01-04T06:00:00Z,BTC-USD,70047.16
2026-01-04T06:00:00Z,ETH-USD,2343.52
2026-01-04T07:00:00Z,BTC-USD,69609.57
2026-01-04T07:00:00Z,ETH-USD,2325.67
2026-01-04T08:00:00Z,BTC-USD,68897.8
2026-01-04T08:00:00Z,ETH-USD,2335.68
2026-01-04T09:00:00Z,BTC-USD,68465.36
2026-01-04T09:00:00Z,ETH-USD,2364.31
2026-01-04T10:00:00Z,BTC-USD,69115.16
2026-01-04T10:00:00Z,ETH-USD,2336.07
2026-01-04T11:00:00Z,BTC-USD,68697.02
2026-01-04T11:00:00Z,ETH-USD,2348.68
2026-01-04T12:00:00Z,BTC-USD,68240.59
2026-01-04T12:00:00Z,ETH-USD,2324.81
2026-01-04T13:00:00Z,BTC-USD,69017.71
2026-01-04T13:00:00Z,ETH-USD,2330.76
2026-01-04T14:00:00Z,BTC-USD,69005.06
2026-01-04T14:00:00Z,ETH-USD,2351.17
2026-01-04T15:00:00Z,BTC-USD,69570.03
2026-01-04T15:00:00Z,ETH-USD,2331.23
2026-01-04T16:00:00Z,BTC-USD,68903.78
2026-01-04T16:00:00Z,ETH-USD,2327.74
2026-01-04T17:00:00Z,BTC-USD,68806.59
2026-01-04T17:00:00Z,ETH-USD,2326.68
2026-01-04T18:00:00Z,BTC-USD,69235.04
2026-01-04T18:00:00Z,ETH-USD,2339.54
2026-01-04T19:00:00Z,BTC-USD,70107.69
2026-01-04T19:00:00Z,ETH-USD,2313.46
2026-01-04T20:00:00Z,BTC-USD,69972.07
2026-01-04T20:00:00Z,ETH-USD,2303.84
2026-01-04T21:00:00Z,BTC-USD,70639.73
2026-01-04T21:00:00Z,ETH-USD,2288.19
2026-01-04T22:00:00Z,BTC-USD,70127.96
2026-01-04T22:00:00Z,ETH-USD,2285.93
2026-01-04T23:00:00Z,BTC-USD,70026.07
2026-01-04T23:00:00Z,ETH-USD,2272.39
2026-01-05T00:00:00Z,BTC-USD,69623.08
2026-01-05T00:00:00Z,ETH-USD,2301.42
2026-01-05T01:00:00Z,BTC-USD,69558.9
2026-01-05T01:00:00Z,ETH-USD,2326.69
2026-01-05T02:00:00Z,BTC-USD,69681.2
2026-01-05T02:00:00Z,ETH-USD,2297.53
2026-01-05T03:00:00Z,BTC-USD,70585.8
2026-01-05T03:00:00Z,ETH-USD,2321.07
2026-01-05T04:00:00Z,BTC-USD,71448.71
2026-01-05T04:00:00Z,ETH-USD,2350.93
2026-01-05T05:00:00Z,BTC-USD,72107.28
2026-01-05T05:00:00Z,ETH-USD,2329.35
2026-01-05T06:00:00Z,BTC-USD,72117.45
2026-01-05T06:00:00Z,ETH-USD,2311.18
2026-01-05T07:00:00Z,BTC-USD,71975.09
2026-01-05T07:00:00Z,ETH-USD,2282.75
2026-01-05T08:00:00Z,BTC-USD,71793.3
2026-01-05T08:00:00Z,ETH-USD,2316.02
2026-01-05T09:00:00Z,BTC-USD,71407.78
2026-01-05T09:00:00Z,ETH-USD,2336.26
2026-01-05T10:00:00Z,BTC-USD,71363.16
2026-01-05T10:00:00Z,ETH-USD,2332.21
2026-01-05T11:00:00Z,BTC-USD,72214.74
2026-01-05T11:00:00Z,ETH-USD,2366.88
2026-01-05T12:00:00Z,BTC-USD,72351.53
2026-01-05T12:00:00Z,ETH-USD,2383.06
2026-01-05T13:00:00Z,BTC-USD,71763.3
2026-01-05T13:00:00Z,ETH-USD,2370.2
2026-01-05T14:00:00Z,BTC-USD,72640.09
2026-01-05T14:00:00Z,ETH-USD,2376.83
2026-01-05T15:00:00Z,BTC-USD,72753.03
2026-01-05T15:00:00Z,ETH-USD,2395.11
2026-01-05T16:00:00Z,BTC-USD,71983.97
2026-01-05T16:00:00Z,ETH-USD,2402.15
2026-01-05T17:00:00Z,BTC-USD,72025.09
2026-01-05T17:00:00Z,ETH-USD,2427.93
2026-01-05T18:00:00Z,BTC-USD,71444.27
2026-01-05T18:00:00Z,ETH-USD,2461.58
2026-01-05T19:00:00Z,BTC-USD,70730.02
2026-01-05T19:00:00Z,ETH-USD,2440.39
2026-01-05T20:00:00Z,BTC-USD,70933.44
2026-01-05T20:00:00Z,ETH-USD,2454.01
2026-01-05T21:00:00Z,BTC-USD,70499.33
2026-01-05T21:00:00Z,ETH-USD,2428.18
2026-01-05T22:00:00Z,BTC-USD,71222.45
2026-01-05T22:00:00Z,ETH-USD,2411.53
2026-01-05T23:00:00Z,BTC-USD,71426.36
2026-01-05T23:00:00Z,ETH-USD,2421.08
2026-01-06T00:00:00Z,BTC-USD,71317.84
2026-01-06T00:00:00Z,ETH-USD,2428.17
2026-01-06T01:00:00Z,BTC-USD,71394.12
2026-01-06T01:00:00Z,ETH-USD,2459.99
2026-01-06T02:00:00Z,BTC-USD,70901.96
2026-01-06T02:00:00Z,ETH-USD,2476.64
2026-01-06T03:00:00Z,BTC-USD,70474.22
2026-01-06T03:00:00Z,ETH-USD,2470.4
2026-01-06T04:00:00Z,BTC-USD,70811.95
2026-01-06T04:00:00Z,ETH-USD,2457.3
2026-01-06T05:00:00Z,BTC-USD,70521.94
2026-01-06T05:00:00Z,ETH-USD,2476.48
2026-01-06T06:00:00Z,BTC-USD,69803.57
2026-01-06T06:00:00Z,ETH-USD,2474.72
2026-01-06T07:00:00Z,BTC-USD,70708.32
2026-01-06T07:00:00Z,ETH-USD,2511.56
2026-01-06T08:00:00Z,BTC-USD,69989.32
2026-01-06T08:00:00Z,ETH-USD,2491.93
2026-01-06T09:00:00Z,BTC-USD,69613.48
2026-01-06T09:00:00Z,ETH-USD,2524.48
2026-01-06T10:00:00Z,BTC-USD,70311.12
2026-01-06T10:00:00Z,ETH-USD,2553.51
2026-01-06T11:00:00Z,BTC-USD,70116.93
2026-01-06T11:00:00Z,ETH-USD,2529.44
2026-01-06T12:00:00Z,BTC-USD,70737.02
2026-01-06T12:00:00Z,ETH-USD,2545.64
2026-01-06T13:00:00Z,BTC-USD,70969.88
2026-01-06T13:00:00Z,ETH-USD,2582.88
2026-01-06T14:00:00Z,BTC-USD,71278.56
2026-01-06T14:00:00Z,ETH-USD,2547.31
2026-01-06T15:00:00Z,BTC-USD,71879.27
2026-01-06T15:00:00Z,ETH-USD,2533.76
2026-01-06T16:00:00Z,BTC-USD,72208.81
2026-01-06T16:00:00Z,ETH-USD,2567.28
2026-01-06T17:00:00Z,BTC-USD,71584.73
2026-01-06T17:00:00Z,ETH-USD,2539.93
2026-01-06T18:00:00Z,BTC-USD,70917.27
2026-01-06T18:00:00Z,ETH-USD,2545.12
2026-01-06T19:00:00Z,BTC-USD,70549.12
2026-01-06T19:00:00Z,ETH-USD,2554.13
2026-01-06T20:00:00Z,BTC-USD,70968.2
2026-01-06T20:00:00Z,ETH-USD,2533.45
2026-01-06T21:00:00Z,BTC-USD,71241.85
2026-01-06T21:00:00Z,ETH-USD,2517.38
2026-01-06T22:00:00Z,BTC-USD,71257.05
2026-01-06T22:00:00Z,ETH-USD,2548.23
2026-01-06T23:00:00Z,BTC-USD,71909.23
2026-01-06T23:00:00Z,ETH-USD,2519.38
2026-01-07T00:00:00Z,BTC-USD,71807.8
2026-01-07T00:00:00Z,ETH-USD,2504.32
2026-01-07T01:00:00Z,BTC-USD,70952.47
2026-01-07T01:00:00Z,ETH-USD,2525.26
2026-01-07T02:00:00Z,BTC-USD,71231.16
2026-01-07T02:00:00Z,ETH-USD,2509.09
2026-01-07T03:00:00Z,BTC-USD,71696.35
2026-01-07T03:00:00Z,ETH-USD,2514.11
2026-01-07T04:00:00Z,BTC-USD,71602.59
2026-01-07T04:00:00Z,ETH-USD,2479.61
2026-01-07T05:00:00Z,BTC-USD,70878.05
2026-01-07T05:00:00Z,ETH-USD,2508.4
2026-01-07T06:00:00Z,BTC-USD,71629.23
2026-01-07T06:00:00Z,ETH-USD,2512.97
2026-01-07T07:00:00Z,BTC-USD,72264.21
2026-01-07T07:00:00Z,ETH-USD,2520.24
2026-01-07T08:00:00Z,BTC-USD,71664.59
2026-01-07T08:00:00Z,ETH-USD,2494.27
2026-01-07T09:00:00Z,BTC-USD,71356.89
2026-01-07T09:00:00Z,ETH-USD,2524.38
2026-01-07T10:00:00Z,BTC-USD,71920.83
2026-01-07T10:00:00Z,ETH-USD,2552.05
2026-01-07T11:00:00Z,BTC-USD,72674.07
2026-01-07T11:00:00Z,ETH-USD,2531.87
2026-01-07T12:00:00Z,BTC-USD,72255.34
2026-01-07T12:00:00Z,ETH-USD,2503.97
2026-01-07T13:00:00Z,BTC-USD,72797.46
2026-01-07T13:00:00Z,ETH-USD,2533.12
2026-01-07T14:00:00Z,BTC-USD,72663.47
2026-01-07T14:00:00Z,ETH-USD,2543.25
2026-01-07T15:00:00Z,BTC-USD,72072.27
2026-01-07T15:00:00Z,ETH-USD,2576.22
2026-01-07T16:00:00Z,BTC-USD,72765.26
2026-01-07T16:00:00Z,ETH-USD,2613.09
2026-01-07T17:00:00Z,BTC-USD,73366.97
2026-01-07T17:00:00Z,ETH-USD,2643.3
2026-01-07T18:00:00Z,BTC-USD,72532.03
2026-01-07T18:00:00Z,ETH-USD,2662.75
2026-01-07T19:00:00Z,BTC-USD,72264.0
2026-01-07T19:00:00Z,ETH-USD,2697.35
2026-01-07T20:00:00Z,BTC-USD,72846.15
2026-01-07T20:00:00Z,ETH-USD,2727.18
2026-01-07T21:00:00Z,BTC-USD,73448.49
2026-01-07T21:00:00Z,ETH-USD,2710.1
2026-01-07T22:00:00Z,BTC-USD,74012.9
2026-01-07T22:00:00Z,ETH-USD,2680.66
2026-01-07T23:00:00Z,BTC-USD,74738.53
2026-01-07T23:00:00Z,ETH-USD,2709.87
2026-01-08T00:00:00Z,BTC-USD,74257.28
2026-01-08T00:00:00Z,ETH-USD,2736.11
2026-01-08T01:00:00Z,BTC-USD,74220.72
2026-01-08T01:00:00Z,ETH-USD,2722.02
2026-01-08T02:00:00Z,BTC-USD,74805.84
2026-01-08T02:00:00Z,ETH-USD,2701.87
2026-01-08T03:00:00Z,BTC-USD,73952.43
2026-01-08T03:00:00Z,ETH-USD,2679.18
2026-01-08T04:00:00Z,BTC-USD,73671.9
2026-01-08T04:00:00Z,ETH-USD,2708.83
2026-01-08T05:00:00Z,BTC-USD,74568.65
2026-01-08T05:00:00Z,ETH-USD,2692.83
2026-01-08T06:00:00Z,BTC-USD,74869.68
2026-01-08T06:00:00Z,ETH-USD,2686.34
2026-01-08T07:00:00Z,BTC-USD,75807.71
2026-01-08T07:00:00Z,ETH-USD,2690.51
2026-01-08T08:00:00Z,BTC-USD,76678.05
2026-01-08T08:00:00Z,ETH-USD,2661.84
2026-01-08T09:00:00Z,BTC-USD,77618.12
2026-01-08T09:00:00Z,ETH-USD,2638.36
2026-01-08T10:00:00Z,BTC-USD,78554.46
2026-01-08T10:00:00Z,ETH-USD,2621.73
2026-01-08T11:00:00Z,BTC-USD,77824.69
2026-01-08T11:00:00Z,ETH-USD,2618.07
2026-01-08T12:00:00Z,BTC-USD,78308.27
2026-01-08T12:00:00Z,ETH-USD,2605.23
2026-01-08T13:00:00Z,BTC-USD,78555.35
2026-01-08T13:00:00Z,ETH-USD,2607.4
2026-01-08T14:00:00Z,BTC-USD,78369.16
2026-01-08T14:00:00Z,ETH-USD,2614.49
2026-01-08T15:00:00Z,BTC-USD,77927.79
2026-01-08T15:00:00Z,ETH-USD,2631.63
2026-01-08T16:00:00Z,BTC-USD,76995.95
2026-01-08T16:00:00Z,ETH-USD,2665.43
2026-01-08T17:00:00Z,BTC-USD,77108.47
2026-01-08T17:00:00Z,ETH-USD,2683.72
2026-01-08T18:00:00Z,BTC-USD,77613.43
2026-01-08T18:00:00Z,ETH-USD,2698.34
2026-01-08T19:00:00Z,BTC-USD,77388.78
2026-01-08T19:00:00Z,ETH-USD,2666.04
2026-01-08T20:00:00Z,BTC-USD,77745.23
2026-01-08T20:00:00Z,ETH-USD,2654.24
2026-01-08T21:00:00Z,BTC-USD,77422.42
2026-01-08T21:00:00Z,ETH-USD,2682.36
2026-01-08T22:00:00Z,BTC-USD,77886.48
2026-01-08T22:00:00Z,ETH-USD,2668.17
2026-01-08T23:00:00Z,BTC-USD,77554.07
2026-01-08T23:00:00Z,ETH-USD,2662.41
2026-01-09T00:00:00Z,BTC-USD,77403.62
2026-01-09T00:00:00Z,ETH-USD,2647.97
2026-01-09T01:00:00Z,BTC-USD,76721.09
2026-01-09T01:00:00Z,ETH-USD,2643.18
2026-01-09T02:00:00Z,BTC-USD,77604.08
2026-01-09T02:00:00Z,ETH-USD,2658.1
2026-01-09T03:00:00Z,BTC-USD,78424.36
2026-01-09T03:00:00Z,ETH-USD,2668.33
2026-01-09T04:00:00Z,BTC-USD,78073.32
2026-01-09T04:00:00Z,ETH-USD,2673.37
2026-01-09T05:00:00Z,BTC-USD,77137.23
2026-01-09T05:00:00Z,ETH-USD,2658.19
2026-01-09T06:00:00Z,BTC-USD,77040.59
2026-01-09T06:00:00Z,ETH-USD,2665.68
2026-01-09T07:00:00Z,BTC-USD,77377.08
2026-01-09T07:00:00Z,ETH-USD,2664.31
2026-01-09T08:00:00Z,BTC-USD,77303.88
2026-01-09T08:00:00Z,ETH-USD,2643.52
2026-01-09T09:00:00Z,BTC-USD,77290.71
2026-01-09T09:00:00Z,ETH-USD,2675.6
2026-01-09T10:00:00Z,BTC-USD,77901.35
2026-01-09T10:00:00Z,ETH-USD,2651.31
2026-01-09T11:00:00Z,BTC-USD,77131.68
2026-01-09T11:00:00Z,ETH-USD,2653.82
2026-01-09T12:00:00Z,BTC-USD,77426.59
2026-01-09T12:00:00Z,ETH-USD,2642.46
2026-01-09T13:00:00Z,BTC-USD,78081.67
2026-01-09T13:00:00Z,ETH-USD,2663.03
2026-01-09T14:00:00Z,BTC-USD,78458.01
2026-01-09T14:00:00Z,ETH-USD,2643.1
2026-01-09T15:00:00Z,BTC-USD,77907.1
2026-01-09T15:00:00Z,ETH-USD,2607.97
2026-01-09T16:00:00Z,BTC-USD,77449.09
2026-01-09T16:00:00Z,ETH-USD,2607.39
2026-01-09T17:00:00Z,BTC-USD,78164.99
2026-01-09T17:00:00Z,ETH-USD,2576.39
2026-01-09T18:00:00Z,BTC-USD,78036.88
2026-01-09T18:00:00Z,ETH-USD,2587.38
2026-01-09T19:00:00Z,BTC-USD,77479.76
2026-01-09T19:00:00Z,ETH-USD,2603.4
2026-01-09T20:00:00Z,BTC-USD,77507.61
2026-01-09T20:00:00Z,ETH-USD,2585.38
2026-01-09T21:00:00Z,BTC-USD,77848.76
2026-01-09T21:00:00Z,ETH-USD,2549.6
2026-01-09T22:00:00Z,BTC-USD,78376.11
2026-01-09T22:00:00Z,ETH-USD,2570.84
2026-01-09T23:00:00Z,BTC-USD,77644.45
2026-01-09T23:00:00Z,ETH-USD,2566.54
2026-01-10T00:00:00Z,BTC-USD,77054.13
2026-01-10T00:00:00Z,ETH-USD,2601.91
2026-01-10T01:00:00Z,BTC-USD,77127.25
2026-01-10T01:00:00Z,ETH-USD,2569.27
2026-01-10T02:00:00Z,BTC-USD,76682.22
2026-01-10T02:00:00Z,ETH-USD,2596.51
2026-01-10T03:00:00Z,BTC-USD,76637.1
2026-01-10T03:00:00Z,ETH-USD,2620.51
2026-01-10T04:00:00Z,BTC-USD,76996.48
2026-01-10T04:00:00Z,ETH-USD,2658.9
2026-01-10T05:00:00Z,BTC-USD,77218.72
2026-01-10T05:00:00Z,ETH-USD,2694.93
2026-01-10T06:00:00Z,BTC-USD,78012.96
2026-01-10T06:00:00Z,ETH-USD,2705.08
2026-01-10T07:00:00Z,BTC-USD,78479.62
2026-01-10T07:00:00Z,ETH-USD,2706.81
2026-01-10T08:00:00Z,BTC-USD,79167.44
2026-01-10T08:00:00Z,ETH-USD,2711.92
2026-01-10T09:00:00Z,BTC-USD,79993.17
2026-01-10T09:00:00Z,ETH-USD,2732.44
2026-01-10T10:00:00Z,BTC-USD,79982.52
2026-01-10T10:00:00Z,ETH-USD,2714.72
2026-01-10T11:00:00Z,BTC-USD,79517.1
2026-01-10T11:00:00Z,ETH-USD,2726.91
2026-01-10T12:00:00Z,BTC-USD,80085.28
2026-01-10T12:00:00Z,ETH-USD,2729.96
2026-01-10T13:00:00Z,BTC-USD,80379.09
2026-01-10T13:00:00Z,ETH-USD,2713.48
2026-01-10T14:00:00Z,BTC-USD,79570.24
2026-01-10T14:00:00Z,ETH-USD,2697.98
2026-01-10T15:00:00Z,BTC-USD,79155.91
2026-01-10T15:00:00Z,ETH-USD,2685.22
2026-01-10T16:00:00Z,BTC-USD,79274.94
2026-01-10T16:00:00Z,ETH-USD,2658.4
2026-01-10T17:00:00Z,BTC-USD,78781.97
2026-01-10T17:00:00Z,ETH-USD,2674.69
2026-01-10T18:00:00Z,BTC-USD,79227.92
2026-01-10T18:00:00Z,ETH-USD,2642.22
2026-01-10T19:00:00Z,BTC-USD,79084.51
2026-01-10T19:00:00Z,ETH-USD,2646.81
2026-01-10T20:00:00Z,BTC-USD,78957.53
2026-01-10T20:00:00Z,ETH-USD,2625.63
2026-01-10T21:00:00Z,BTC-USD,78839.38
2026-01-10T21:00:00Z,ETH-USD,2657.77
2026-01-10T22:00:00Z,BTC-USD,79044.52
2026-01-10T22:00:00Z,ETH-USD,2674.17
2026-01-10T23:00:00Z,BTC-USD,79788.98
2026-01-10T23:00:00Z,ETH-USD,2696.1
2026-01-11T00:00:00Z,BTC-USD,79590.27
2026-01-11T00:00:00Z,ETH-USD,2658.82
2026-01-11T01:00:00Z,BTC-USD,79335.1
2026-01-11T01:00:00Z,ETH-USD,2679.69
2026-01-11T02:00:00Z,BTC-USD,80075.79
2026-01-11T02:00:00Z,ETH-USD,2716.27
2026-01-11T03:00:00Z,BTC-USD,79953.72
2026-01-11T03:00:00Z,ETH-USD,2737.12
2026-01-11T04:00:00Z,BTC-USD,80085.91
2026-01-11T04:00:00Z,ETH-USD,2746.69
2026-01-11T05:00:00Z,BTC-USD,79566.43
2026-01-11T05:00:00Z,ETH-USD,2725.71
2026-01-11T06:00:00Z,BTC-USD,79478.58
2026-01-11T06:00:00Z,ETH-USD,2689.84
2026-01-11T07:00:00Z,BTC-USD,79192.71
2026-01-11T07:00:00Z,ETH-USD,2705.16
2026-01-11T08:00:00Z,BTC-USD,79042.87
2026-01-11T08:00:00Z,ETH-USD,2680.24
2026-01-11T09:00:00Z,BTC-USD,79017.95
2026-01-11T09:00:00Z,ETH-USD,2652.64
2026-01-11T10:00:00Z,BTC-USD,79298.98
2026-01-11T10:00:00Z,ETH-USD,2617.57
2026-01-11T11:00:00Z,BTC-USD,79128.52
2026-01-11T11:00:00Z,ETH-USD,2623.77
2026-01-11T12:00:00Z,BTC-USD,78232.59
2026-01-11T12:00:00Z,ETH-USD,2635.94
2026-01-11T13:00:00Z,BTC-USD,77559.21
2026-01-11T13:00:00Z,ETH-USD,2634.33
2026-01-11T14:00:00Z,BTC-USD,76726.0
2026-01-11T14:00:00Z,ETH-USD,2626.41
2026-01-11T15:00:00Z,BTC-USD,76211.28
2026-01-11T15:00:00Z,ETH-USD,2614.54
2026-01-11T16:00:00Z,BTC-USD,76747.1
2026-01-11T16:00:00Z,ETH-USD,2606.68
2026-01-11T17:00:00Z,BTC-USD,77269.0
2026-01-11T17:00:00Z,ETH-USD,2633.08
2026-01-11T18:00:00Z,BTC-USD,76829.09
